dialogue,sentiment
"How can people do that?...  Oh, you guys, look! Ugly Naked Guy got gravity boots!",negative
What are you talking about alone? What about Ross?,negative
Bob. Bob! Bob!!!  What the hell are you doing?!,negative
What?!,negative
"Well, what did he do?",negative
Joey!,negative
Yeah?,positive
Ohhh!,negative
Why are we in bed together?,negative
Really?!,negative
I thought I was making him filet mignon?,negative
"Wow, I really get crabby when I cook.",positive
So what are you saying.  I should run him under hot water and bang his head against a table?,negative
"Monica, number one, I don’t think Ben understands the concept of bribery, and number two, I...   What?!",negative
What?!,negative
Does this mean we’re gonna have to start paying for coffee?,negative
"Oh, I probably shouldn’t—so I will!  Oh! Wow! It’s like it’s raining!",positive
Hey!,positive
Hey!,positive
Really?! That's what you heard?  You said that?,positive
Fish!,negative
Ice coffee? Tell me it’s ice coffee!,negative
Hot coffee!!!,negative
Hey!,positive
My God! What happened to you?,negative
"Jeez, man did you fall.. Hi! So ah, did ya, did-did-did ya fall high?",positive
That was a great scene! And-and-and that slap looks so real! How do you do that?,positive
Oh that was a real person?!,positive
I-I-I’m leaving the show?,negative
Who told you that?,negative
Which one? Was it bald or was it tall?,negative
"Y’know, you look familiar. Do I know you from somewhere?",positive
Wow!,positive
Really?!,positive
"Oh, really?",positive
What-what are-what are these?,negative
That’s crazy.,negative
"I’ll bet your thinking, ‘What’s an intelligent girl who wants to be in fashion, doing making coffee?’ Eh?",positive
"Wow, that was kinda brutal.",negative
Wow.,positive
Relieved?,positive
No?,negative
What the hell happened on that beach?!,negative
"Whoa-whoa-whoa-whoa! Is this, hot Rachel, that you took to the Christmas party, Rachel?",positive
"Oh, wait a second! I didn’t say I wasn’t free!",positive
What are you doing? We're going to a hospital.,negative
What is that?,negative
Oh my God! Calling from Rome!,positive
You know it?,negative
Are you kidding?,negative
"Ooh, you nailed the Old Lady!",positive
Really? You'd-you'd do that for me?!,positive
Wow! You’re a lot sturdier that Chandler. He crumpled like a piece of paper. So how was you’re trip?,positive
What?! Oh.,negative
Oh my God! What happened here? Did you do all this?,positive
"But we haven't seen each other since then. Well I land in China, guess who's in charge of the dig.",positive
What?! Are you crazy?,negative
Oh so-so you weren't trying to entice me just now with your-your nakedness?,positive
"Oh God, you saw me?! Oh!",negative
What?!,negative
Wow! Fortunately she has a,negative
"Oh, I so can't believe this! My uterus is an inhospitable environment? I was trying so hard to be a good hostess!",negative
"Oh, I can't believe my sperm have low motility because, let me tell you, when I was growing up they sure seem to be in a hurry to get places!",negative
"Ok.  Wow, you guys sure have a lot of books about bein' a lesbian.",positive
"The uh, the baby that hasn't been born yet? Wouldn't that mean you're... crazy?",positive
"You're not serious, I mean, you really... you really talk to it?",negative
"Oh my God! He's trapped in an ATM vestibule with Jill Goodacre!  Chandler, listen.",positive
"Whoa-whoa-whoa! Emily,  honey, okay?",negative
"Ah, he can’t make it, he said he had to his...  Whoa-oh!",negative
Oh Willie’s still alive!,positive
"That’s not true, there are great pictures of us!",positive
Oh my God! That’s the creep that you’re with at the,negative
They’re not listening too me?,negative
Why do all you’re coffee mugs have numbers on the bottom?,positive
"Okay, go left. Left! Left!",negative
Ohh!,positive
It kicked! I think the baby kicked!,positive
Oh my God!,positive
Oh?!,negative
"So you can like, bite, and pull people’s hair and stuff?",negative
What’s fish hooking?,negative
Bumpy?,negative
Oh!,negative
My God!,negative
Excuse me?,positive
"You're not? See, that's why you're so great!",positive
Have you really done this before?,positive
There’s like-there’s like 300 bucks in this one!,negative
Really? A purse?,positive
So your brother's straigh huh? Seriously.,positive
"Why, exactly?",negative
Chandler that's crazy!,positive
We're in a relationship?,negative
Oh God!,negative
"Oh, I didn't factor in the room tax.",negative
Oh my god.,positive
What?,positive
There's something new in the bowl.,positive
"Oh my God, what happened?",negative
Ross's what?,positive
"Yes!! Yes! Yes! Yes!! That’s my Dad, that’s Frank! Yeah! I’m sorry I’m getting all flingy.",positive
"Oh, what? What was it?",positive
It worked!,positive
"Monica. You’ve, you’ve done it right?",positive
Oh my God! You’re a 30 year old virgin!,negative
"Oh my God!! Do it!! Honey, you’ve waited",negative
Y’know what? You are right?!,positive
Oh my God! Monica!,positive
"Who, Josh?",negative
"What, he doesn’t like Josh?",negative
Oh no!,negative
Wait!,negative
"After that? Yeah! No, I mean if I can help.",positive
What?,positive
"Okay, so you were trying to play bad this whole time.",positive
Really?!,positive
All weekend? That's a whole lotta naked.,positive
"Oh, you’re switching apartments?",negative
She is?,negative
"Yeah, you didn’t expect her to live there with a baby did you?",negative
Look what I got! Look what I got! Look what I got!  Can you believe they make these for little people?,positive
Wait a minute!,positive
What?!,negative
Wow! I can’t believe that’s our baby.,positive
Oh right!,positive
Right!,positive
I can't believe    I didn't even think of that.,positive
"...and then Zana, just let one rip!!",positive
"Like you, I don’t even know where you work?",positive
What?!,negative
"Okay, so what name am I cool enough to pull off?",negative
What’s up with Gene?,negative
"Oh that’s great! Okay, well I’ve heard everything I need to hear. I just need to uh, Leslie",positive
Oh!,positive
Hey right!,positive
OH….MY….GAWD!!!,positive
Look at that!,positive
"Okay, where in the hell did you get that?!",negative
"Why, what happened?",negative
This sounds like a hernia. You have to—you-you—Go to the doctor!,negative
Are you kidding?,negative
Are you intrigued?,positive
"Wow, it is easy.  Now, I can have milk everyday.",positive
Good day for married people huh?,negative
What?,negative
"Oh, I thought this was your party and it turns out it’s a party for Howard. He's just the sweetest little man!",positive
You chipped in?!,positive
Phoebe! I can't believe you gave them money! I thought you agreed it was totally unreasonable that they asked me for that money!,negative
No!,positive
"Oh, you got the whole night, huh?",positive
"Ooh, do I sense a little bit of resentment?",negative
"Wow, this is so cool, you guys. The entire city is blacked out!",positive
"Wow, you guys, this is big.",positive
How could you not tell me that she has hair?,negative
"Sure. What? About uh, you showering with your mom?",negative
"Whoa, for like months?",positive
No!,negative
Come on you gotta have one!,positive
"Eh, Monica it, it feels so weird, y'know, Chandler’s your friend...  Oh!",positive
Oh my God!,positive
"Oh, are you sure?",positive
What? What can't you do?,negative
She really said that?,positive
'Tonight' tonight?,positive
You're kidding.,negative
What?!,negative
"Oh, excuse me! I think you dropped s… Wow!",positive
What?,positive
"I’m sorry, it’s just that you’re so incredibly beautiful.",positive
Four hours? You guys have been doing this for four hours?,negative
What?,negative
Oh! Oh! That's so hard.,positive
Oh my—Oh good God!,negative
"Whoa! Whoa! Whoa, Joey!",positive
Who? Me the attacker?,negative
No-no—Really?!,positive
Absolutely! But you-you would really feel better about me rejecting you if your actor friend can audition for my movie?,positive
Chandler sucks! He couldn’t have gotten this good!,negative
"Oh come on, by age seven kids have already seen orgies.  Was it just me?!",negative
"So, that’s it?",negative
Why?,negative
What?! You said he was sweet!,negative
What? So now I’m not allowed to fire him?,negative
Chandler!,positive
Janice!,positive
There you are!,positive
There you are!,positive
Oh hey!,positive
Canceled?!,negative
Like they’re taking it off the air?,negative
We’re not even shootin’ them anymore?!!,negative
Why would they do that?! It was a good show right?!,negative
Okay.  What?! What are you doing here?!,negative
What?,negative
"No, no, no. What was that?",negative
"If anyone asks, we’ll just say Ben addressed them.  Oh! So you invited Rachel then?",positive
Really?,positive
A doctor at this hospital?,negative
No!,negative
Oh my God.,positive
Whoa! What?! Why?!,negative
Here?! Now?!,negative
What happened?,negative
Really?,positive
Dude! Dude!,negative
"Oh really? Uh, Monica said she had a date at 9:00.",negative
What?! Tonight?!,negative
After she gave me that big speech?!,negative
No-no-no-no-no-no-no-no!!! You can't come in here! R-r-r-r-Ross is naked.,negative
What?!,negative
"Rachel! Well, you-you’re not at home, you’re-you’re-you’re right here.",positive
What?!,negative
Monica! What,negative
Why?!,negative
"Hey Chandler, what are you doing here?",positive
Yeah?,positive
"Uh, are you crazy? Are you insane? If you live with Phoebe, you two are gonna be y'know, live-living together!",positive
"What do you mean, they’re not moving in? They-they’re still moving in right?",negative
What?! Over a stupid room!,negative
Shut-out!!,negative
"Where are you guys going? Come on, one more game!",negative
"Yeah, yeah. You can do it to.",positive
"Oh yeah, probably at the end.  Oh my God! He only took pictures of my breasts!",negative
Together? Like-like to people?,negative
Oh my God.,negative
Awkward? Why should he feel awkward?,negative
Ahhhh!!,positive
"Oh good God, Ross! How the hell do you do it?",negative
What is it?!,negative
You still haven’t told Rachel you weren’t really  proposing?,negative
"Joey, you have to tell her what’s going on! And what did it  look like?!",negative
"Wait, you guys think I stole some ring?",negative
"Okay, who are you?",negative
Oh my God! Joey!,negative
Phoebe!,negative
Why?! Why can’t she marry me?!,negative
Oh my God.,negative
It’s Joey!,negative
Now I can’t believe it! What? Rachel’s pregnant?  Who’s the father?,positive
There’s a dude?,negative
Who? Who is it?,negative
Oh my God! I know who the father is,negative
"Oh my God, you’re back!",positive
"Ohh, let me see it! Let me see your hand!",positive
No!,negative
Okay!,negative
Okay!,negative
Who’s that?,negative
"Okay.  Oh wait! Umm, did you send those contracts to Milan?",positive
If this is your idea of sexy talk?,positive
"Rach, I’m sorry, but you didn’t give me any contracts!",negative
What do you mean?,negative
"Uh, what was that?",negative
You talked to him. Are you crazy?,negative
Whoa!,negative
What is that?!,negative
It's nine o'clock in the morning!,negative
What?! You’re crazy! There’s nothing sexual about the noises I make!,positive
Really?!,negative
Are you sure?,positive
Ezel? Ezel? Ezel?,negative
Really?!,negative
Really? To what?,negative
"Y'know, I can't believe I'm getting my nails done!  And",negative
That’s a mailman! That’s,negative
"Eh, do you believe that?",positive
This is going in your book?,negative
What?! Excuse me!,negative
What the? What,negative
Really?,positive
"What are you still doing here? She just broke up with the guy, it's time for you to swoop in!",negative
"What, now?",negative
I don’t get it!,negative
What?!,negative
Okay.  See?! I told ya!,positive
Really?!,positive
Ohh!,positive
Really?!,positive
What?,negative
I can't believe you would actually say that. I would much rather be Mr.Peanut than Mr.Salty.,negative
I can't believe it! He's looking right at us!,negative
"How can people do that?...  Oh, you guys, look! Ugly Naked Guy got gravity boots!",negative
What are you talking about alone? What about Ross?,negative
Bob. Bob! Bob!!!  What the hell are you doing?!,negative
What?!,negative
"Well, what did he do?",negative
Joey!,negative
Yeah?,positive
Ohhh!,negative
Why are we in bed together?,negative
Really?!,negative
I thought I was making him filet mignon?,negative
"Wow, I really get crabby when I cook.",positive
So what are you saying.  I should run him under hot water and bang his head against a table?,negative
"Monica, number one, I don’t think Ben understands the concept of bribery, and number two, I...   What?!",negative
What?!,negative
Does this mean we’re gonna have to start paying for coffee?,negative
"Oh, I probably shouldn’t—so I will!  Oh! Wow! It’s like it’s raining!",positive
Hey!,positive
Hey!,positive
Really?! That's what you heard?  You said that?,positive
Fish!,negative
Ice coffee? Tell me it’s ice coffee!,negative
Hot coffee!!!,negative
Hey!,positive
My God! What happened to you?,negative
"Jeez, man did you fall.. Hi! So ah, did ya, did-did-did ya fall high?",positive
That was a great scene! And-and-and that slap looks so real! How do you do that?,positive
Oh that was a real person?!,positive
I-I-I’m leaving the show?,negative
Who told you that?,negative
Which one? Was it bald or was it tall?,negative
"Y’know, you look familiar. Do I know you from somewhere?",positive
Wow!,positive
Really?!,positive
"Oh, really?",positive
What-what are-what are these?,negative
That’s crazy.,negative
"I’ll bet your thinking, ‘What’s an intelligent girl who wants to be in fashion, doing making coffee?’ Eh?",positive
"Wow, that was kinda brutal.",negative
Wow.,positive
Relieved?,positive
No?,negative
What the hell happened on that beach?!,negative
"Whoa-whoa-whoa-whoa! Is this, hot Rachel, that you took to the Christmas party, Rachel?",positive
"Oh, wait a second! I didn’t say I wasn’t free!",positive
What are you doing? We're going to a hospital.,negative
What is that?,negative
Oh my God! Calling from Rome!,positive
You know it?,negative
Are you kidding?,negative
"Ooh, you nailed the Old Lady!",positive
Really? You'd-you'd do that for me?!,positive
Wow! You’re a lot sturdier that Chandler. He crumpled like a piece of paper. So how was you’re trip?,positive
What?! Oh.,negative
Oh my God! What happened here? Did you do all this?,positive
"But we haven't seen each other since then. Well I land in China, guess who's in charge of the dig.",positive
What?! Are you crazy?,negative
Oh so-so you weren't trying to entice me just now with your-your nakedness?,positive
"Oh God, you saw me?! Oh!",negative
What?!,negative
Wow! Fortunately she has a,negative
"Oh, I so can't believe this! My uterus is an inhospitable environment? I was trying so hard to be a good hostess!",negative
"Oh, I can't believe my sperm have low motility because, let me tell you, when I was growing up they sure seem to be in a hurry to get places!",negative
"Ok.  Wow, you guys sure have a lot of books about bein' a lesbian.",positive
"The uh, the baby that hasn't been born yet? Wouldn't that mean you're... crazy?",positive
"You're not serious, I mean, you really... you really talk to it?",negative
"Oh my God! He's trapped in an ATM vestibule with Jill Goodacre!  Chandler, listen.",positive
"Whoa-whoa-whoa! Emily,  honey, okay?",negative
"Ah, he can’t make it, he said he had to his...  Whoa-oh!",negative
Oh Willie’s still alive!,positive
"That’s not true, there are great pictures of us!",positive
Oh my God! That’s the creep that you’re with at the,negative
They’re not listening too me?,negative
Why do all you’re coffee mugs have numbers on the bottom?,positive
"Okay, go left. Left! Left!",negative
Ohh!,positive
It kicked! I think the baby kicked!,positive
Oh my God!,positive
Oh?!,negative
"So you can like, bite, and pull people’s hair and stuff?",negative
What’s fish hooking?,negative
Bumpy?,negative
Oh!,negative
My God!,negative
Excuse me?,positive
"You're not? See, that's why you're so great!",positive
Have you really done this before?,positive
There’s like-there’s like 300 bucks in this one!,negative
Really? A purse?,positive
So your brother's straigh huh? Seriously.,positive
"Why, exactly?",negative
Chandler that's crazy!,positive
We're in a relationship?,negative
Oh God!,negative
"Oh, I didn't factor in the room tax.",negative
Oh my god.,positive
What?,positive
There's something new in the bowl.,positive
"Oh my God, what happened?",negative
Ross's what?,positive
"Yes!! Yes! Yes! Yes!! That’s my Dad, that’s Frank! Yeah! I’m sorry I’m getting all flingy.",positive
"Oh, what? What was it?",positive
It worked!,positive
"Monica. You’ve, you’ve done it right?",positive
Oh my God! You’re a 30 year old virgin!,negative
"Oh my God!! Do it!! Honey, you’ve waited",negative
Y’know what? You are right?!,positive
Oh my God! Monica!,positive
"Who, Josh?",negative
"What, he doesn’t like Josh?",negative
Oh no!,negative
Wait!,negative
"After that? Yeah! No, I mean if I can help.",positive
What?,positive
"Okay, so you were trying to play bad this whole time.",positive
Really?!,positive
All weekend? That's a whole lotta naked.,positive
"Oh, you’re switching apartments?",negative
She is?,negative
"Yeah, you didn’t expect her to live there with a baby did you?",negative
Look what I got! Look what I got! Look what I got!  Can you believe they make these for little people?,positive
Wait a minute!,positive
What?!,negative
Wow! I can’t believe that’s our baby.,positive
Oh right!,positive
Right!,positive
I can't believe    I didn't even think of that.,positive
"...and then Zana, just let one rip!!",positive
"Like you, I don’t even know where you work?",positive
What?!,negative
"Okay, so what name am I cool enough to pull off?",negative
What’s up with Gene?,negative
"Oh that’s great! Okay, well I’ve heard everything I need to hear. I just need to uh, Leslie",positive
Oh!,positive
Hey right!,positive
OH….MY….GAWD!!!,positive
Look at that!,positive
"Okay, where in the hell did you get that?!",negative
"Why, what happened?",negative
This sounds like a hernia. You have to—you-you—Go to the doctor!,negative
Are you kidding?,negative
Are you intrigued?,positive
"Wow, it is easy.  Now, I can have milk everyday.",positive
Good day for married people huh?,negative
What?,negative
"Oh, I thought this was your party and it turns out it’s a party for Howard. He's just the sweetest little man!",positive
You chipped in?!,positive
Phoebe! I can't believe you gave them money! I thought you agreed it was totally unreasonable that they asked me for that money!,negative
No!,positive
"Oh, you got the whole night, huh?",positive
"Ooh, do I sense a little bit of resentment?",negative
"Wow, this is so cool, you guys. The entire city is blacked out!",positive
"Wow, you guys, this is big.",positive
How could you not tell me that she has hair?,negative
"Sure. What? About uh, you showering with your mom?",negative
"Whoa, for like months?",positive
No!,negative
Come on you gotta have one!,positive
"Eh, Monica it, it feels so weird, y'know, Chandler’s your friend...  Oh!",positive
Oh my God!,positive
"Oh, are you sure?",positive
What? What can't you do?,negative
She really said that?,positive
'Tonight' tonight?,positive
You're kidding.,negative
What?!,negative
"Oh, excuse me! I think you dropped s… Wow!",positive
What?,positive
"I’m sorry, it’s just that you’re so incredibly beautiful.",positive
Four hours? You guys have been doing this for four hours?,negative
What?,negative
Oh! Oh! That's so hard.,positive
Oh my—Oh good God!,negative
"Whoa! Whoa! Whoa, Joey!",positive
Who? Me the attacker?,negative
No-no—Really?!,positive
Absolutely! But you-you would really feel better about me rejecting you if your actor friend can audition for my movie?,positive
Chandler sucks! He couldn’t have gotten this good!,negative
"Oh come on, by age seven kids have already seen orgies.  Was it just me?!",negative
"So, that’s it?",negative
Why?,negative
What?! You said he was sweet!,negative
What? So now I’m not allowed to fire him?,negative
Chandler!,positive
Janice!,positive
There you are!,positive
There you are!,positive
Oh hey!,positive
Canceled?!,negative
Like they’re taking it off the air?,negative
We’re not even shootin’ them anymore?!!,negative
Why would they do that?! It was a good show right?!,negative
Okay.  What?! What are you doing here?!,negative
What?,negative
"No, no, no. What was that?",negative
"If anyone asks, we’ll just say Ben addressed them.  Oh! So you invited Rachel then?",positive
Really?,positive
A doctor at this hospital?,negative
No!,negative
Oh my God.,positive
Whoa! What?! Why?!,negative
Here?! Now?!,negative
What happened?,negative
Really?,positive
Dude! Dude!,negative
"Oh really? Uh, Monica said she had a date at 9:00.",negative
What?! Tonight?!,negative
After she gave me that big speech?!,negative
No-no-no-no-no-no-no-no!!! You can't come in here! R-r-r-r-Ross is naked.,negative
What?!,negative
"Rachel! Well, you-you’re not at home, you’re-you’re-you’re right here.",positive
What?!,negative
Monica! What,negative
Why?!,negative
"Hey Chandler, what are you doing here?",positive
Yeah?,positive
"Uh, are you crazy? Are you insane? If you live with Phoebe, you two are gonna be y'know, live-living together!",positive
"What do you mean, they’re not moving in? They-they’re still moving in right?",negative
What?! Over a stupid room!,negative
Shut-out!!,negative
"Where are you guys going? Come on, one more game!",negative
"Yeah, yeah. You can do it to.",positive
"Oh yeah, probably at the end.  Oh my God! He only took pictures of my breasts!",negative
Together? Like-like to people?,negative
Oh my God.,negative
Awkward? Why should he feel awkward?,negative
Ahhhh!!,positive
"Oh good God, Ross! How the hell do you do it?",negative
What is it?!,negative
You still haven’t told Rachel you weren’t really  proposing?,negative
"Joey, you have to tell her what’s going on! And what did it  look like?!",negative
"Wait, you guys think I stole some ring?",negative
"Okay, who are you?",negative
Oh my God! Joey!,negative
Phoebe!,negative
Why?! Why can’t she marry me?!,negative
Oh my God.,negative
It’s Joey!,negative
Now I can’t believe it! What? Rachel’s pregnant?  Who’s the father?,positive
There’s a dude?,negative
Who? Who is it?,negative
Oh my God! I know who the father is,negative
"Oh my God, you’re back!",positive
"Ohh, let me see it! Let me see your hand!",positive
No!,negative
Okay!,negative
Okay!,negative
Who’s that?,negative
"Okay.  Oh wait! Umm, did you send those contracts to Milan?",positive
If this is your idea of sexy talk?,positive
"Rach, I’m sorry, but you didn’t give me any contracts!",negative
What do you mean?,negative
"Uh, what was that?",negative
You talked to him. Are you crazy?,negative
Whoa!,negative
What is that?!,negative
It's nine o'clock in the morning!,negative
What?! You’re crazy! There’s nothing sexual about the noises I make!,positive
Really?!,negative
Are you sure?,positive
Ezel? Ezel? Ezel?,negative
Really?!,negative
Really? To what?,negative
"Y'know, I can't believe I'm getting my nails done!  And",negative
That’s a mailman! That’s,negative
"Eh, do you believe that?",positive
This is going in your book?,negative
What?! Excuse me!,negative
What the? What,negative
Really?,positive
"What are you still doing here? She just broke up with the guy, it's time for you to swoop in!",negative
"What, now?",negative
I don’t get it!,negative
What?!,negative
Okay.  See?! I told ya!,positive
Really?!,positive
Ohh!,positive
Really?!,positive
What?,negative
I can't believe you would actually say that. I would much rather be Mr.Peanut than Mr.Salty.,negative
I can't believe it! He's looking right at us!,negative
"How can people do that?...  Oh, you guys, look! Ugly Naked Guy got gravity boots!",negative
What are you talking about alone? What about Ross?,negative
Bob. Bob! Bob!!!  What the hell are you doing?!,negative
What?!,negative
"Well, what did he do?",negative
Joey!,negative
Yeah?,positive
Ohhh!,negative
Why are we in bed together?,negative
Really?!,negative
I thought I was making him filet mignon?,negative
"Wow, I really get crabby when I cook.",positive
So what are you saying.  I should run him under hot water and bang his head against a table?,negative
"Monica, number one, I don’t think Ben understands the concept of bribery, and number two, I...   What?!",negative
What?!,negative
Does this mean we’re gonna have to start paying for coffee?,negative
"Oh, I probably shouldn’t—so I will!  Oh! Wow! It’s like it’s raining!",positive
Hey!,positive
Hey!,positive
Really?! That's what you heard?  You said that?,positive
Fish!,negative
Ice coffee? Tell me it’s ice coffee!,negative
Hot coffee!!!,negative
Hey!,positive
My God! What happened to you?,negative
"Jeez, man did you fall.. Hi! So ah, did ya, did-did-did ya fall high?",positive
That was a great scene! And-and-and that slap looks so real! How do you do that?,positive
Oh that was a real person?!,positive
I-I-I’m leaving the show?,negative
Who told you that?,negative
Which one? Was it bald or was it tall?,negative
"Y’know, you look familiar. Do I know you from somewhere?",positive
Wow!,positive
Really?!,positive
"Oh, really?",positive
What-what are-what are these?,negative
That’s crazy.,negative
"I’ll bet your thinking, ‘What’s an intelligent girl who wants to be in fashion, doing making coffee?’ Eh?",positive
"Wow, that was kinda brutal.",negative
Wow.,positive
Relieved?,positive
No?,negative
What the hell happened on that beach?!,negative
"Whoa-whoa-whoa-whoa! Is this, hot Rachel, that you took to the Christmas party, Rachel?",positive
"Oh, wait a second! I didn’t say I wasn’t free!",positive
What are you doing? We're going to a hospital.,negative
What is that?,negative
Oh my God! Calling from Rome!,positive
You know it?,negative
Are you kidding?,negative
"Ooh, you nailed the Old Lady!",positive
Really? You'd-you'd do that for me?!,positive
Wow! You’re a lot sturdier that Chandler. He crumpled like a piece of paper. So how was you’re trip?,positive
What?! Oh.,negative
Oh my God! What happened here? Did you do all this?,positive
"But we haven't seen each other since then. Well I land in China, guess who's in charge of the dig.",positive
What?! Are you crazy?,negative
Oh so-so you weren't trying to entice me just now with your-your nakedness?,positive
"Oh God, you saw me?! Oh!",negative
What?!,negative
Wow! Fortunately she has a,negative
"Oh, I so can't believe this! My uterus is an inhospitable environment? I was trying so hard to be a good hostess!",negative
"Oh, I can't believe my sperm have low motility because, let me tell you, when I was growing up they sure seem to be in a hurry to get places!",negative
"Ok.  Wow, you guys sure have a lot of books about bein' a lesbian.",positive
"The uh, the baby that hasn't been born yet? Wouldn't that mean you're... crazy?",positive
"You're not serious, I mean, you really... you really talk to it?",negative
"Oh my God! He's trapped in an ATM vestibule with Jill Goodacre!  Chandler, listen.",positive
"Whoa-whoa-whoa! Emily,  honey, okay?",negative
"Ah, he can’t make it, he said he had to his...  Whoa-oh!",negative
Oh Willie’s still alive!,positive
"That’s not true, there are great pictures of us!",positive
Oh my God! That’s the creep that you’re with at the,negative
They’re not listening too me?,negative
Why do all you’re coffee mugs have numbers on the bottom?,positive
"Okay, go left. Left! Left!",negative
Ohh!,positive
It kicked! I think the baby kicked!,positive
Oh my God!,positive
Oh?!,negative
"So you can like, bite, and pull people’s hair and stuff?",negative
What’s fish hooking?,negative
Bumpy?,negative
Oh!,negative
My God!,negative
Excuse me?,positive
"You're not? See, that's why you're so great!",positive
Have you really done this before?,positive
There’s like-there’s like 300 bucks in this one!,negative
Really? A purse?,positive
So your brother's straigh huh? Seriously.,positive
"Why, exactly?",negative
Chandler that's crazy!,positive
We're in a relationship?,negative
Oh God!,negative
"Oh, I didn't factor in the room tax.",negative
Oh my god.,positive
What?,positive
There's something new in the bowl.,positive
"Oh my God, what happened?",negative
Ross's what?,positive
"Yes!! Yes! Yes! Yes!! That’s my Dad, that’s Frank! Yeah! I’m sorry I’m getting all flingy.",positive
"Oh, what? What was it?",positive
It worked!,positive
"Monica. You’ve, you’ve done it right?",positive
Oh my God! You’re a 30 year old virgin!,negative
"Oh my God!! Do it!! Honey, you’ve waited",negative
Y’know what? You are right?!,positive
Oh my God! Monica!,positive
"Who, Josh?",negative
"What, he doesn’t like Josh?",negative
Oh no!,negative
Wait!,negative
"After that? Yeah! No, I mean if I can help.",positive
What?,positive
"Okay, so you were trying to play bad this whole time.",positive
Really?!,positive
All weekend? That's a whole lotta naked.,positive
"Oh, you’re switching apartments?",negative
She is?,negative
"Yeah, you didn’t expect her to live there with a baby did you?",negative
Look what I got! Look what I got! Look what I got!  Can you believe they make these for little people?,positive
Wait a minute!,positive
What?!,negative
Wow! I can’t believe that’s our baby.,positive
Oh right!,positive
Right!,positive
I can't believe    I didn't even think of that.,positive
"...and then Zana, just let one rip!!",positive
"Like you, I don’t even know where you work?",positive
What?!,negative
"Okay, so what name am I cool enough to pull off?",negative
What’s up with Gene?,negative
"Oh that’s great! Okay, well I’ve heard everything I need to hear. I just need to uh, Leslie",positive
Oh!,positive
Hey right!,positive
OH….MY….GAWD!!!,positive
Look at that!,positive
"Okay, where in the hell did you get that?!",negative
"Why, what happened?",negative
This sounds like a hernia. You have to—you-you—Go to the doctor!,negative
Are you kidding?,negative
Are you intrigued?,positive
"Wow, it is easy.  Now, I can have milk everyday.",positive
Good day for married people huh?,negative
What?,negative
"Oh, I thought this was your party and it turns out it’s a party for Howard. He's just the sweetest little man!",positive
You chipped in?!,positive
Phoebe! I can't believe you gave them money! I thought you agreed it was totally unreasonable that they asked me for that money!,negative
No!,positive
"Oh, you got the whole night, huh?",positive
"Ooh, do I sense a little bit of resentment?",negative
"Wow, this is so cool, you guys. The entire city is blacked out!",positive
"Wow, you guys, this is big.",positive
How could you not tell me that she has hair?,negative
"Sure. What? About uh, you showering with your mom?",negative
"Whoa, for like months?",positive
No!,negative
Come on you gotta have one!,positive
"Eh, Monica it, it feels so weird, y'know, Chandler’s your friend...  Oh!",positive
Oh my God!,positive
"Oh, are you sure?",positive
What? What can't you do?,negative
She really said that?,positive
'Tonight' tonight?,positive
You're kidding.,negative
What?!,negative
"Oh, excuse me! I think you dropped s… Wow!",positive
What?,positive
"I’m sorry, it’s just that you’re so incredibly beautiful.",positive
Four hours? You guys have been doing this for four hours?,negative
What?,negative
Oh! Oh! That's so hard.,positive
Oh my—Oh good God!,negative
"Whoa! Whoa! Whoa, Joey!",positive
Who? Me the attacker?,negative
No-no—Really?!,positive
Absolutely! But you-you would really feel better about me rejecting you if your actor friend can audition for my movie?,positive
Chandler sucks! He couldn’t have gotten this good!,negative
"Oh come on, by age seven kids have already seen orgies.  Was it just me?!",negative
"So, that’s it?",negative
Why?,negative
What?! You said he was sweet!,negative
What? So now I’m not allowed to fire him?,negative
Chandler!,positive
Janice!,positive
There you are!,positive
There you are!,positive
Oh hey!,positive
Canceled?!,negative
Like they’re taking it off the air?,negative
We’re not even shootin’ them anymore?!!,negative
Why would they do that?! It was a good show right?!,negative
Okay.  What?! What are you doing here?!,negative
What?,negative
"No, no, no. What was that?",negative
"If anyone asks, we’ll just say Ben addressed them.  Oh! So you invited Rachel then?",positive
Really?,positive
A doctor at this hospital?,negative
No!,negative
Oh my God.,positive
Whoa! What?! Why?!,negative
Here?! Now?!,negative
What happened?,negative
Really?,positive
Dude! Dude!,negative
"Oh really? Uh, Monica said she had a date at 9:00.",negative
What?! Tonight?!,negative
After she gave me that big speech?!,negative
No-no-no-no-no-no-no-no!!! You can't come in here! R-r-r-r-Ross is naked.,negative
What?!,negative
"Rachel! Well, you-you’re not at home, you’re-you’re-you’re right here.",positive
What?!,negative
Monica! What,negative
Why?!,negative
"Hey Chandler, what are you doing here?",positive
Yeah?,positive
"Uh, are you crazy? Are you insane? If you live with Phoebe, you two are gonna be y'know, live-living together!",positive
"What do you mean, they’re not moving in? They-they’re still moving in right?",negative
What?! Over a stupid room!,negative
Shut-out!!,negative
"Where are you guys going? Come on, one more game!",negative
"Yeah, yeah. You can do it to.",positive
"Oh yeah, probably at the end.  Oh my God! He only took pictures of my breasts!",negative
Together? Like-like to people?,negative
Oh my God.,negative
Awkward? Why should he feel awkward?,negative
Ahhhh!!,positive
"Oh good God, Ross! How the hell do you do it?",negative
What is it?!,negative
You still haven’t told Rachel you weren’t really  proposing?,negative
